CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Amt
710785383,1,49,2,3,2212.0,2394
773177358,0,48,3,2,8074.0,5372
713149683,0,44,3,1,9297.0,1264
714901383,0,44,2,3,9183.0,4503
718889508,0,46,2,3,10074.0,8256
716474358,0,43,3,3,1721.0,4853
780551733,0,54,1,2,11605.0,12592
715309083,0,50,2,3,1912.0,4851
709921158,0,51,1,4,2281.0,4241
715735233,0,51,5,1,3449.0,1679
789358908,1,53,3,2,3573.0,2562
717006333,0,54,3,1,1438.3,1935
714469008,0,40,2,3,2351.0,5115
717242058,1,43,5,3,3981.0,2134
787999533,0,52,2,2,6617.0,3595
711594858,0,44,1,3,2936.0,4509
711843708,1,61,0,3,2125.0,2860
813804783,1,41,1,3,2667.0,4399
715354008,0,43,3,1,25937.0,3785
716893683,1,55,3,3,14657.0,6009
708445608,0,48,3,3,3305.0,2027
716444733,0,55,2,3,1438.3,4271
710855508,0,45,3,3,2740.0,4327
719770158,1,54,3,4,8516.0,2189
713756508,0,46,3,1,4213.0,1264
712332183,0,42,3,1,29535.0,3934
718325883,0,39,2,3,7723.0,1241
824915208,0,44,3,1,7212.0,5169
716856408,1,39,4,2,1438.3,2392
719767683,1,46,0,3,16983.0,8526
714366708,0,58,2,1,1490.0,3790
790174608,0,37,1,3,19300.0,2660
709886583,0,37,2,2,7411.0,2761
753534633,0,42,3,3,7255.0,3148
715250583,0,55,2,2,8082.0,4277
709029408,0,41,4,1,8923.0,1589
789492558,0,49,2,2,2096.0,4926
718457058,0,43,4,1,3442.0,7801
710081208,1,52,2,3,4935.0,7886
811527933,1,65,0,4,10885.0,2291
712938258,0,45,2,1,12695.0,8328
718812708,1,57,2,3,34516.0,1882
785080308,0,37,2,3,2352.0,2344
717132633,0,62,0,2,7348.0,3066
715462008,0,45,2,3,17884.0,2031
712914783,0,43,5,1,7564.0,4743
799011558,0,43,3,2,16909.0,15740
774760458,1,62,1,5,3807.0,1739
717990183,0,52,4,2,7474.0,5100
788737083,0,34,2,2,1798.0,4551
708153558,0,46,5,2,34516.0,7936
780497958,0,41,3,3,16627.0,7996
713084208,1,43,4,3,4373.0,2397
808981608,0,50,2,1,5452.0,4220
713418558,0,46,3,1,9013.0,3819
710166783,0,49,1,3,8228.0,4277
804673308,1,49,5,3,3893.0,1866
714630858,1,36,1,3,1470.0,2383
778839108,0,50,3,1,6292.0,3687
716434533,1,40,3,3,29149.0,2106
801048483,0,34,3,3,9180.0,2646
787482033,1,60,1,5,28930.0,2251
718465458,0,49,1,1,5898.0,1002
799000008,0,57,2,1,26437.0,1244
780984408,0,65,0,3,7487.0,4070
721455558,0,56,0,3,6828.0,14713
712137033,0,52,2,1,2737.0,4725
708273858,0,40,3,2,34516.0,3734
717840108,1,48,4,3,4806.0,1771
713087958,0,53,4,3,34516.0,7919
789871233,0,49,3,3,2361.0,4316
714710733,0,51,3,1,5611.0,16557
715995933,0,46,0,2,2692.0,4619
787833333,0,44,3,1,6361.0,1571
712740108,1,43,4,3,1706.0,2371
757854858,1,50,2,3,3143.0,2297
713692683,0,41,2,2,2243.0,3216
717631008,0,38,2,1,24296.0,1886
715260558,0,44,4,2,2055.0,7674
717774333,1,48,3,2,8431.0,5189
712916958,1,55,2,3,12494.0,7026
721424583,0,35,1,2,1918.0,4237
716689383,0,39,2,1,3649.0,3964
709674333,0,33,2,2,2400.0,2677
718279983,0,49,1,3,5039.0,4770
794485158,0,38,2,1,2172.0,2447
805522758,0,44,1,2,2311.0,1701
789520533,0,52,2,3,26174.0,4551
716498883,0,48,4,4,22067.0,3577
788789658,0,40,5,1,4042.0,1471
713948808,0,55,3,2,1602.0,4873
719556558,0,46,2,3,3499.0,3972
708665133,0,40,2,2,3654.0,4003
712640583,0,60,0,1,7508.0,4950
790134408,0,46,4,2,10741.0,1278
709265208,0,47,4,3,1438.3,4422
720666333,0,36,3,3,24577.0,1897
718433508,0,40,3,5,2481.0,8097
823837158,0,44,3,3,9199.0,15367
709381383,0,49,4,6,2952.0,3830
772375533,0,30,1,3,9959.0,1560
758863383,0,47,2,3,14767.0,13090
803097333,0,41,2,3,10873.0,5089
712181658,0,37,2,3,2407.0,4983
716389833,0,50,1,1,2319.0,4099
714139308,0,53,3,5,1438.3,4722
717413658,0,43,4,2,1539.0,1987
708774708,0,47,4,1,2636.0,3858
710026458,0,34,1,2,3995.0,12575
719521983,0,38,2,3,6116.0,1592
788827308,0,65,1,2,4507.0,1793
791856033,1,45,2,4,34516.0,1041
818294958,0,52,2,3,27347.0,4040
807593058,1,41,3,2,5317.0,2003
710287533,0,31,2,2,6269.0,2221
718577958,1,39,2,3,8906.0,809
779183958,1,45,2,3,1492.0,2469
711334983,1,41,3,2,26229.0,2077
713755458,1,50,1,3,9959.0,10310
827049558,0,47,2,2,2158.0,4421
709143183,1,52,2,2,1822.0,2538
715588008,0,45,4,3,31978.0,2333
789970233,0,54,2,1,2513.0,1454
712867983,0,54,2,1,3006.0,5177
721144383,0,42,4,1,28202.0,1629
713372583,0,42,4,2,1438.3,3786
714520233,1,59,0,3,1708.0,1992
715842183,0,42,5,4,1514.0,4004
718545033,0,27,0,2,2042.0,5146
719659758,0,45,4,1,2919.0,4194
716691783,0,46,3,2,6218.0,7689
709015833,0,42,2,3,34516.0,12920
709179708,0,40,2,1,3099.0,3622
718024908,0,52,2,1,2743.0,6993
717231558,0,49,4,2,3002.0,4851
720553158,0,39,1,2,3390.0,5001
710990283,0,56,1,1,3906.0,1839
711492258,0,50,2,1,2021.0,5298
714787383,0,32,0,3,6715.0,1731
718673358,1,35,3,3,13590.0,2137
716604633,0,55,2,2,6725.0,1865
711639708,0,42,3,2,1438.3,1794
715390608,0,45,5,3,2867.0,5311
710512833,0,38,2,1,3304.0,5178
756306183,0,42,1,1,2873.0,4897
714283458,0,40,2,1,14544.0,4064
716183283,0,27,1,3,2166.0,3563
719922558,0,45,5,2,1438.3,5346
713607108,0,46,2,1,1852.0,4486
779327733,0,43,1,3,1783.0,3861
712206033,0,55,1,1,3705.0,16089
720043533,0,39,4,2,4534.0,4211
779883933,0,40,4,3,8014.0,1596
720905133,1,43,3,2,11422.0,2439
717491058,0,42,2,2,20803.0,4012
716431833,0,38,2,3,11209.0,4614
714839808,0,51,3,1,2141.0,4317
709362033,1,52,1,5,1471.0,2253
712076358,0,46,3,3,5155.0,3535
817951083,0,58,1,3,15928.0,14678
713814408,0,39,2,2,7901.0,3667
769433508,0,43,1,3,2733.0,933
802795608,0,54,2,3,1517.0,4981
811705233,0,45,2,4,7037.0,4099
709192233,1,50,2,2,1773.0,1764
714992733,0,46,3,1,3210.0,3962
710926383,0,32,2,3,1553.0,4549
708654933,1,51,2,2,15987.0,2021
718455633,0,60,0,3,7469.0,16328
716931183,0,45,5,4,7560.0,4296
713431008,0,46,5,3,3562.0,4198
757024233,0,34,2,1,31313.0,2555
710883483,0,52,1,3,4189.0,4661
719407983,0,37,0,3,2061.0,2400
789347133,0,38,2,1,4468.0,4690
712164333,1,40,4,3,12544.0,1758
714262533,0,28,0,4,3524.0,4252
827984658,1,49,3,0,23870.0,1885
827318958,0,49,4,3,9431.0,14261
712322058,0,40,3,1,2046.0,3432
817285758,0,49,4,5,16435.0,1721
710497608,0,38,2,1,7756.0,1858
717548358,0,38,1,3,2580.0,1665
793712658,1,52,3,2,15011.0,1821
712267983,1,57,0,3,3023.0,2477
719656533,0,44,3,2,2675.0,4149
789394833,0,47,2,2,21714.0,13270
712351908,0,45,3,2,26438.0,8029
768181608,0,43,3,3,3461.0,13179
815727183,0,36,3,1,5228.0,2683
771865908,1,48,2,2,11750.0,2532
708285108,0,42,4,1,6128.0,13505
779900808,0,32,0,3,21551.0,14950
810261633,0,44,4,2,9682.0,14991
713743158,0,47,1,3,19063.0,1270
712593933,1,40,3,3,2313.0,2249
716869458,0,34,3,6,7440.0,2251
716592558,0,52,1,3,2340.0,4501
709927458,0,38,3,3,10486.0,4042
718083483,0,42,3,5,6218.0,2086
718276758,0,52,1,1,4705.0,8226
718835583,0,50,1,2,15641.0,3769
719849958,0,44,4,3,2658.0,4779
715392558,0,52,1,1,34516.0,2848
815613033,0,49,2,2,12518.0,14276
772000533,0,59,1,3,14257.0,1809
717138558,0,28,0,1,3665.0,1813
811974483,0,56,2,3,1466.0,5110
818701383,0,37,3,2,2253.0,1641
709987683,1,46,4,3,2286.0,2798
710438358,1,42,1,3,3241.0,2152
807157833,0,56,4,1,3334.0,4284
720190908,0,59,1,2,8973.0,4699
715276683,0,52,2,1,24287.0,5495
711120333,0,43,5,5,7411.0,4278
716022258,1,51,3,3,8960.0,1853
708680583,0,53,1,1,2043.0,4940
710839308,0,34,2,1,5015.0,3161
721194858,0,48,4,2,4438.0,1725
719210133,0,47,3,3,14131.0,12779
714427608,0,45,5,3,2555.0,4888
821872758,0,65,0,2,12609.0,2121
779858058,0,34,2,1,2730.0,4530
710756133,0,40,3,6,1811.0,4290
712202433,0,46,2,3,2283.0,3687
714319233,1,44,5,3,6538.0,2132
711525033,0,66,0,4,3171.0,1946
711365133,0,43,1,3,2283.0,5100
714672933,0,52,3,4,3143.0,4417
811889808,0,43,3,5,23459.0,7279
718803333,0,43,4,3,3195.0,1285
712615008,0,46,2,3,24431.0,3457
716362008,0,37,2,3,1808.0,1744
708083283,1,58,0,1,3421.0,992
804431283,0,57,1,1,7882.0,14651
713686008,0,38,2,1,11474.0,13041
789800358,0,45,3,1,2647.0,4730
719350908,0,43,4,3,4177.0,3553
714083208,0,47,3,2,1585.0,4656
827703258,0,42,4,2,13426.0,4674
772177308,0,47,2,2,1738.0,2572
739021908,0,56,2,3,3681.0,13222
710300733,0,38,3,4,34516.0,13781
715468083,0,40,2,2,34516.0,3146
716302383,0,47,4,1,14241.0,1581
794558658,0,49,4,1,2560.0,4783
713652783,0,30,0,1,2367.0,5568
715365183,0,51,1,2,2431.0,3323
714939708,0,45,3,1,12810.0,3174
713644758,0,49,3,2,8514.0,4098
720698883,1,51,1,3,28605.0,5524
713428833,0,42,3,1,7537.0,7613
713314533,1,40,2,2,12283.0,1993
715856208,0,47,3,4,1896.0,4028
710267583,0,45,3,3,12587.0,3914
735565158,0,46,4,2,21548.0,1582
756013833,0,57,3,2,4522.0,1806
755615208,0,49,3,3,12630.0,4084
717399183,0,37,1,3,8058.0,2774
712669983,0,39,3,3,10009.0,4347
720563958,0,48,3,1,4025.0,4445
715710708,0,50,2,3,18085.0,4583
787284858,0,35,2,1,3300.0,1745
712265508,1,32,0,1,4015.0,8363
748194633,0,60,1,5,2903.0,4555
778275783,0,37,2,1,2868.0,2909
789705408,0,50,2,1,4743.0,3739
711221958,1,43,3,2,2867.0,2646
718538958,0,55,3,3,1844.0,4564
713303733,0,53,1,3,1612.0,1564
789681708,0,46,3,1,34516.0,7750
713114133,1,42,2,2,1443.0,2092
709333608,0,58,2,2,2395.0,4983
711857733,0,49,3,2,18584.0,1330
719268333,0,49,3,3,1438.3,4205
714345783,0,59,2,3,2701.0,1469
717711108,0,43,3,2,3541.0,14511
716647983,0,58,2,3,7712.0,1574
712234308,0,54,3,1,4928.0,4767
714211533,0,31,0,3,3312.0,2670
779349783,0,46,3,2,21161.0,13119
721388283,0,54,2,1,5597.0,4844
812627208,0,60,0,1,1438.3,1226
767005683,0,60,0,2,1781.0,3527
708121908,1,48,4,3,22917.0,2045
711396483,0,40,2,2,6033.0,4505
772323033,0,44,4,2,4606.0,4363
720497958,0,29,1,3,14853.0,1800
708384033,1,45,3,3,2745.0,2466
779462433,0,55,2,3,2453.0,2218
715340733,0,39,1,2,2222.0,4792
715506258,0,50,2,2,16388.0,4477
711775383,0,63,1,1,2466.0,4059
709804533,0,40,4,1,17818.0,3973
814364808,0,36,2,3,3002.0,2624
713901108,0,37,2,1,14575.0,3444
710858658,0,48,4,1,10610.0,15050
715132758,0,52,2,2,23981.0,15281
715432608,0,43,4,1,22322.0,1348
715200783,0,56,2,2,2015.0,5209
720707283,0,48,4,3,5288.0,1777
709367433,0,28,1,3,2109.0,2261
716782758,1,48,3,2,19075.0,2013
787570758,0,35,2,3,2944.0,2070
720968583,0,52,2,1,29551.0,3226
711039633,0,52,4,3,1594.0,4653
807379833,1,48,3,3,9104.0,2563
718641483,0,53,3,1,2404.0,4519
803833608,0,40,3,1,21308.0,1322
789124683,0,54,2,2,12217.0,1110
719987733,1,51,3,3,5026.0,1844
712120608,1,35,3,2,3575.0,861
711700158,0,47,2,3,1580.0,4384
708532308,0,37,2,2,11419.0,3000
801786483,0,51,0,2,10648.0,4930
812449758,1,43,3,3,12254.0,2129
710294808,0,44,3,1,2188.0,4509
718102758,0,61,0,1,3175.0,14071
715698633,0,40,2,1,5093.0,2341
716420358,0,41,2,2,2602.0,3151
715488483,0,49,4,3,6615.0,4575
767784708,1,48,0,3,7277.0,2356
802101858,0,40,2,3,4757.0,4220
718899708,0,55,1,3,17642.0,2148
710383158,0,49,3,1,34516.0,1506
711671058,1,48,1,2,1438.3,2171
822898758,0,44,5,3,4453.0,3239
802937058,0,53,1,3,2540.0,4480
807244983,0,65,0,1,1438.3,2283
789777408,1,26,0,2,1442.0,1134
719211558,1,45,2,1,3401.0,744
711201108,1,37,3,3,1653.0,2284
712766208,1,45,5,2,34516.0,8603
809846283,0,42,1,3,1438.3,4154
827476983,1,56,2,5,3639.0,1865
708119658,0,49,4,2,12836.0,2519
716138958,0,50,1,4,3160.0,3740
710544033,0,47,2,1,9437.0,4715
709306983,0,44,2,3,10580.0,4721
708082083,0,45,3,3,3544.0,15149
714492783,1,46,4,3,1438.3,1517
716766033,0,40,4,2,1768.0,4439
739594758,1,51,2,3,3181.0,818
798558783,0,47,3,1,5833.0,3732
719089383,0,48,2,2,6168.0,4303
720236433,0,41,4,2,5037.0,4379
714550383,0,46,2,3,4129.0,1678
713542008,0,48,3,2,1438.3,4236
711827958,0,57,2,4,5100.0,1032
720163458,0,38,1,2,28043.0,14521
717500133,0,42,4,2,10374.0,4240
788989083,0,57,3,1,2817.0,4535
827964858,1,58,1,5,3266.0,2151
817988433,0,56,3,2,6941.0,4097
709916058,0,58,1,1,2347.0,1631
714798783,0,49,1,2,18886.0,1235
779653458,0,37,3,3,8260.0,2323
717185658,1,51,1,3,22754.0,8531
716908158,0,42,3,2,8260.0,3299
710353233,0,48,3,3,13233.0,4288
788519958,0,57,2,5,1438.3,4815
711309033,0,41,2,2,17298.0,3663
778456983,0,38,2,3,2222.0,1823
717953283,0,41,3,2,2122.0,4379
712163433,1,47,3,2,1684.0,2164
711765708,0,39,1,4,6690.0,3875
715799808,1,52,0,3,3764.0,6574
712807758,1,47,3,3,1438.3,2476
787539333,0,48,4,2,7298.0,7973
801994458,0,58,1,2,3880.0,3163
711607833,0,43,5,2,2810.0,4875
717626508,0,44,3,3,1699.0,5495
717886008,0,63,1,3,6102.0,4527
811970808,0,53,0,3,5972.0,3491
709938708,0,56,3,1,1822.0,4576
778863258,1,46,4,2,6030.0,4983
715908558,0,44,0,1,29572.0,7566
758787333,0,52,3,1,18096.0,3880
771169458,0,41,4,3,28020.0,1723
717596883,0,58,0,3,5530.0,5270
709969758,0,43,3,3,34516.0,13966
718926258,0,37,1,3,2458.0,4627
784263558,0,43,2,3,27781.0,3184
712789383,0,52,1,1,9274.0,2048
711153783,0,44,3,3,1438.3,4173
780653208,0,47,3,4,3300.0,3784
714479358,1,51,3,3,3610.0,2216
807600633,0,44,2,4,9856.0,5408
769892058,0,40,3,2,9124.0,4564
717471933,0,45,2,2,5800.0,8202
798773208,0,46,4,2,26496.0,3691
717487983,0,39,5,3,19435.0,2062
713095533,0,44,4,3,2333.0,1198
712361583,0,47,5,3,34516.0,3756
715502808,0,42,3,3,25944.0,4442
721342383,0,39,2,3,17438.0,1860
721374033,0,53,1,3,2164.0,4341
716373483,1,48,5,3,2860.0,1544
717567333,0,35,3,3,3991.0,1661
819200133,0,44,3,4,2991.0,4646
778152108,0,31,0,2,2239.0,4986
779040408,0,56,2,1,12181.0,1478
809966058,0,48,2,4,2835.0,4569
708937608,0,37,4,1,2001.0,4590
816261858,1,61,0,5,3984.0,1821
719170683,0,38,1,2,10972.0,4401
717331758,0,44,4,3,34516.0,4228
712011633,0,40,2,1,2797.0,3652
716038533,0,42,3,1,7169.0,1438
720863133,0,65,1,3,3213.0,1855
718464258,0,51,3,2,9512.0,1007
713944833,0,46,5,3,24512.0,4561
771330558,0,51,4,2,10462.0,1267
718672233,0,48,1,2,23007.0,3395
719074308,0,37,3,2,1438.3,4621
771183933,0,39,1,2,16040.0,1923
721027083,0,47,4,1,3054.0,3543
714473658,0,42,3,2,8960.0,1488
718170033,0,42,4,1,8348.0,15905
713295183,0,48,2,2,24446.0,3897
712490283,0,55,4,3,3156.0,2091
710727333,1,49,3,2,1763.0,2813
786557358,0,44,1,2,3242.0,1424
772430733,0,42,2,1,34516.0,7168
771237933,0,47,1,1,20620.0,1477
779839758,0,47,2,2,1491.0,4634
714011358,0,38,3,1,14821.0,2876
803655333,0,53,2,3,29038.0,12025
718431258,0,41,4,3,3126.0,3662
708212658,0,38,3,3,2193.0,1799
716128083,0,56,2,2,3295.0,1191
717865008,0,51,1,1,1438.3,4425
711663858,0,28,1,3,20030.0,15862
712619808,0,47,3,2,2500.0,4265
794637333,0,44,2,2,13138.0,3881
772382283,1,46,3,3,2302.0,2689
713370033,1,53,0,1,1438.3,2014
772292358,1,30,1,3,7970.0,1284
817144458,0,32,2,1,1438.3,2580
785024808,0,53,1,2,3378.0,4464
751143858,0,59,1,1,7427.0,4636
794113758,0,60,0,1,9592.0,1821
813810333,1,50,3,4,2049.0,2703
815299833,0,38,2,2,2228.0,2334
779998083,0,33,3,2,6392.0,4069
719125158,0,35,2,2,13882.0,2685
788633733,0,36,3,3,28174.0,16258
822969858,0,61,0,1,5585.0,1787
711112683,0,63,1,2,3967.0,1657
754897008,0,46,3,3,9432.0,1319
718751133,0,36,2,1,3182.0,1670
718208358,0,43,5,3,34516.0,3789
712595433,0,58,2,2,9788.0,1805
717704433,0,48,4,2,3829.0,4313
713305233,0,55,2,5,4994.0,4802
717045033,0,45,3,1,8459.0,4677
788030208,1,42,2,2,13453.0,1904
710424408,0,63,2,2,2743.0,1210
794172033,1,58,1,1,1817.0,2347
712479633,1,31,1,1,1695.0,2428
813240408,0,45,4,3,24880.0,1208
717000858,0,41,2,2,2683.0,2274
713163258,1,38,2,3,3388.0,1959
713512308,1,50,0,3,3423.0,2229
711813258,0,56,2,1,34516.0,13633
719882583,0,44,5,3,13477.0,3866
801726933,0,34,2,3,13384.0,1899
789419658,0,47,4,2,1438.3,4503
715278708,0,55,2,3,1594.0,3851
714466458,0,49,2,3,2532.0,3400
709178733,1,50,2,2,5527.0,2281
806694333,0,44,4,1,2771.0,8268
789339633,0,51,2,2,30560.0,3736
716004258,0,45,4,1,8449.0,17634
789070233,0,51,3,4,2987.0,4339
714880533,0,40,5,2,2849.0,8669
708611733,0,42,1,4,3119.0,4659
715495308,0,43,4,4,8919.0,3923
743590608,0,50,2,3,21869.0,4233
717669483,0,52,1,3,34516.0,1737
778799583,0,35,0,1,2592.0,1695
721243083,1,55,3,3,34516.0,1187
772243833,0,54,0,1,3186.0,4077
803214108,0,33,0,1,2252.0,5055
712373208,1,43,3,3,3312.0,647
815315058,1,48,4,2,1438.3,2520
709732608,0,41,3,3,3203.0,4282
715399908,0,54,2,3,7563.0,4175
785387883,0,47,3,3,3788.0,1594
709615458,0,54,3,1,34516.0,15034
718657083,0,46,3,3,4696.0,4828
710787708,0,56,1,2,5366.0,1748
718181433,0,65,0,1,8705.0,2688
717855933,0,38,2,2,1776.0,4350
719929758,0,50,1,4,4181.0,3057
714391683,1,39,4,3,34516.0,8248
718487958,0,53,2,3,2799.0,3971
809342208,0,26,0,1,1438.3,2005
715347783,0,40,4,3,4402.0,3063
771220758,0,40,3,1,2896.0,4614
770985633,0,39,2,1,5510.0,1980
719270358,0,57,2,2,4288.0,15505
789150633,0,50,3,3,3026.0,3687
720141408,1,49,2,1,5456.0,1096
806140383,1,59,2,2,2791.0,2658
772825308,0,40,3,2,27374.0,4231
797668983,0,42,4,2,1438.3,4396
788915283,0,43,2,1,2304.0,1273
764211033,0,50,3,2,3199.0,4483
713463708,1,40,4,2,1438.3,2493
710825658,0,37,3,3,2584.0,4045
721469433,0,48,3,2,6880.0,1784
827970933,0,46,4,2,3504.0,4439
811980858,0,36,0,1,7667.0,1501
715367058,0,43,3,2,19044.0,1780
812653383,0,55,1,3,1843.0,4729
716292033,0,37,4,2,1438.3,4815
713030958,0,57,2,3,3914.0,1964
712579983,0,40,2,2,1438.3,2258
716977758,1,44,3,3,3675.0,1913
708931908,0,48,3,2,7400.0,1568
711340233,0,46,0,1,9216.0,3630
715445883,0,40,2,2,18862.0,4449
708098133,0,32,0,1,2834.0,1598
709169133,0,35,1,3,1438.3,3995
716368008,1,54,1,2,3137.0,2925
741517458,1,49,4,4,2575.0,1874
712064358,0,38,1,3,2507.0,1999
712019883,0,43,4,3,12778.0,3337
719617758,0,56,1,1,2464.0,4610
709759908,0,46,2,2,1939.0,4327
787593558,0,42,3,3,4562.0,3740
710915358,0,63,0,1,14963.0,3242
719286708,0,50,1,5,2434.0,4498
808279158,0,51,3,3,11765.0,8914
713920158,1,41,3,3,13733.0,1591
710566533,0,40,1,3,2276.0,4159
712500933,0,48,4,4,11692.0,2997
783387783,0,55,2,5,10127.0,1647
771214083,0,45,2,2,1870.0,4891
714164808,1,42,4,3,2918.0,2056
795991758,0,47,3,3,7553.0,4079
772658658,0,57,2,3,2248.0,4439
719240358,0,60,1,3,10698.0,4095
790000608,0,64,1,1,6723.0,3838
712058133,0,54,2,3,2274.0,7735
714527433,1,39,4,2,17523.0,1974
766673433,0,45,4,3,3798.0,4512
810347208,0,51,4,1,34516.0,1330
711443808,0,46,2,1,2695.0,4068
719986758,1,46,2,3,3001.0,2577
822112383,0,52,3,1,1438.3,3769
719174433,1,36,1,1,1735.0,2467
711782733,0,55,0,3,3097.0,1390
715146558,1,34,2,3,1696.0,2325
715659333,0,43,4,3,4902.0,4508
719649408,0,46,2,3,13768.0,1390
714078558,1,62,1,1,5249.0,1315
711403383,0,33,3,4,2562.0,2256
711338058,0,45,1,3,1438.3,4851
758367933,0,56,2,3,5466.0,4435
809169858,0,62,2,3,18224.0,7728
717171408,0,36,1,2,9959.0,2021
715858008,1,49,1,3,8061.0,1224
714620358,1,37,2,3,3328.0,2196
788876208,0,42,2,3,2265.0,3826
717722958,0,43,3,3,4654.0,4277
711977508,1,56,2,2,1440.0,2141
719415858,0,29,0,3,3107.0,2460
716757033,0,37,4,1,6859.0,3045
713688933,0,42,0,1,8798.0,8020
789760233,0,29,0,3,3544.0,2435
711176133,0,28,0,3,2295.0,3366
716698608,0,51,2,1,8924.0,4441
788719533,0,53,4,2,13679.0,4060
712263258,0,49,2,3,2468.0,3371
717327783,0,39,2,2,9959.0,2760
719309133,0,56,1,3,1438.3,3877
823922208,0,49,3,1,2122.0,7404
711232608,1,47,5,3,1636.0,2235
720301458,0,52,1,1,19709.0,3000
719525358,0,52,0,3,8133.0,3310
778860783,1,57,2,2,24379.0,2836
715771608,0,41,3,3,34516.0,4147
719555733,0,53,2,3,2162.0,1736
716251608,0,45,4,1,2051.0,4355
709028208,0,44,2,3,24221.0,3361
771823308,0,33,2,1,1475.0,1896
789420933,0,39,2,1,3108.0,4130
709071408,0,56,5,2,2607.0,4949
713482608,0,47,4,1,3560.0,4060
717251508,0,37,1,1,34516.0,14127
708831858,1,43,3,3,4579.0,1915
792864858,0,47,4,3,5726.0,2311
713908683,0,51,1,2,18749.0,1381
713345508,0,43,2,3,2325.0,4471
788890533,0,54,2,1,34516.0,13756
768582033,0,47,3,3,6692.0,3902
710458758,0,65,0,3,4161.0,1203
708877458,0,50,3,3,11343.0,8027
788980983,0,55,1,4,34516.0,12192
713138433,0,50,3,2,14782.0,3206
714186108,0,37,2,5,2152.0,4126
716593533,0,56,1,1,5070.0,3651
719524383,0,35,3,1,2441.0,4105
710066133,1,30,0,3,12833.0,9619
719335233,0,47,3,3,14335.0,3610
714608583,1,45,5,3,5287.0,8392
708288108,1,43,4,5,5639.0,647
789312033,1,48,4,3,3874.0,4921
721003008,1,36,4,2,3261.0,856
710376708,0,50,5,3,2837.0,3928
710676483,0,38,2,2,5589.0,4064
714178458,0,45,3,3,20640.0,1792
711992133,0,53,1,2,2596.0,4801
712136058,1,54,2,3,8827.0,2643
721171008,0,31,1,3,10353.0,15028
717646983,1,59,1,3,3214.0,2720
712869783,0,56,3,5,4255.0,4606
720340383,0,45,2,2,3518.0,4034
716123283,0,59,1,1,7288.0,14873
708614058,0,56,2,2,1960.0,3870
719391783,0,46,4,2,9149.0,1790
712713108,0,61,0,2,2035.0,4802
714804483,0,48,3,3,12159.0,1426
718772133,0,56,3,3,10230.0,1484
716532258,0,51,1,3,2827.0,3291
717338733,0,31,0,2,6012.0,2801
771698658,0,44,5,5,11376.0,1302
711227883,0,41,2,3,3624.0,15824
711005583,0,37,3,2,3437.0,5110
822952158,0,53,2,2,1520.0,4256
714031083,1,46,3,2,8869.0,1935
719147208,0,29,2,3,2298.0,4814
720001758,0,42,1,1,3534.0,13588
771032658,0,54,3,3,10448.0,1604
789177333,1,47,2,3,1693.0,2104
718490658,0,50,1,1,5012.0,1142
708136908,0,62,0,2,2616.0,4655
783121008,0,55,0,2,12094.0,8285
714241083,0,49,1,1,5455.0,4349
826783233,0,57,3,3,3029.0,4750
789786258,0,39,2,2,26570.0,2118
710594358,0,28,0,3,14910.0,2560
709482633,0,43,4,1,1773.0,5400
713748708,1,46,3,2,1438.3,1757
823548858,1,53,4,5,10533.0,2585
787430733,0,56,2,3,2771.0,1706
806992533,0,49,1,1,8284.0,13092
721117533,0,46,3,3,2171.0,1415
714488433,0,45,2,2,19099.0,4837
713120433,0,55,2,2,5431.0,4569
751974258,0,51,3,2,11954.0,7345
805453908,0,33,1,1,2507.0,4355
719658858,0,50,4,2,34516.0,7042
789300408,0,41,4,2,1614.0,4293
820936533,0,47,3,3,2781.0,9331
784819758,0,54,1,1,8572.0,7850
720728133,0,44,4,3,1714.0,4180
710014683,0,31,0,3,3480.0,2807
715599633,0,51,1,3,34516.0,7686
711336033,0,26,0,3,7595.0,4080
712608783,0,50,2,1,34516.0,1504
787513533,0,47,1,3,2245.0,3344
778720533,1,53,4,2,1722.0,2141
789964983,1,45,2,2,9569.0,1724
778937583,0,46,3,1,2228.0,4382
711724083,1,27,0,1,1835.0,1903
713985183,0,46,5,5,2799.0,4634
713005908,0,47,2,2,2255.0,4772
717129333,0,35,2,1,1438.3,4434
718737708,0,45,4,5,31458.0,4202
771061008,1,40,2,2,2208.0,2659
772150983,1,48,3,2,2363.0,2635
805524708,1,52,3,3,6629.0,2599
710405808,0,48,2,3,3442.0,14618
721335558,0,57,2,2,6482.0,7544
711879633,0,45,3,1,2766.0,4480
821424483,0,51,1,3,1438.3,4242
720942333,0,49,2,3,5137.0,2043
806160108,0,61,1,2,3193.0,1336
787770858,0,43,4,2,8333.0,3889
818476383,0,50,1,2,34516.0,7333
720186258,0,45,4,2,4701.0,4136
714496083,0,51,3,2,6649.0,1609
826150608,0,44,4,1,18072.0,8199
712551258,1,39,1,3,4247.0,847
710819733,1,56,3,1,12211.0,903
717172308,1,45,3,2,3304.0,1731
794567133,0,52,2,2,1954.0,4897
772329183,0,48,5,4,5219.0,3481
716669658,1,51,1,3,2006.0,2760
715600533,0,61,0,3,34516.0,13722
711597183,0,43,2,3,1452.0,4571
714566958,0,44,3,2,20882.0,2291
815500983,0,59,1,3,2890.0,1860
783381933,0,43,4,1,3482.0,3512
