Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Total_Trans_Amt,Education_Level
1,48,3,3,2185,Unknown
1,42,3,3,2339,College
0,44,4,3,3456,Graduate
0,49,4,3,4208,Graduate
0,33,4,2,1852,Post-Graduate
0,44,1,3,3576,Unknown
0,34,1,3,2689,Doctorate
0,43,1,3,4898,High School
0,59,0,1,1489,Uneducated
0,53,3,6,2093,Graduate
0,58,1,3,1815,College
0,36,4,1,2552,Unknown
0,49,4,3,4759,Graduate
0,51,2,2,3920,Doctorate
0,46,5,2,2436,High School
0,42,4,3,4642,Post-Graduate
0,51,2,3,4572,Uneducated
0,56,4,2,1354,High School
1,54,1,3,2763,Graduate
0,42,1,2,3323,Unknown
0,40,4,1,12631,High School
0,44,4,3,5161,Graduate
0,46,2,2,16252,High School
0,46,2,2,3942,Unknown
0,41,2,2,3831,Graduate
0,42,4,2,2935,High School
0,40,3,1,4405,Uneducated
0,52,2,2,2910,Graduate
1,51,4,3,2520,Graduate
0,44,3,3,4348,Uneducated
0,52,2,1,2030,Post-Graduate
0,48,2,3,8575,High School
1,47,1,3,2276,Graduate
0,44,4,3,3870,Graduate
0,53,0,1,14409,Graduate
0,56,1,2,1447,Graduate
1,45,4,3,2729,Doctorate
0,47,2,3,1501,Graduate
0,39,3,3,4754,Graduate
0,45,5,2,4667,Unknown
0,42,4,3,4620,College
0,52,4,3,3464,Post-Graduate
0,50,3,2,4248,High School
0,40,2,1,1558,Graduate
0,48,1,1,5163,Graduate
0,58,3,1,4769,Uneducated
1,44,2,3,4909,Post-Graduate
0,45,3,4,3916,High School
0,44,2,3,7890,Unknown
0,30,1,2,4322,Graduate
0,35,2,2,4667,College
0,38,3,1,4517,Unknown
1,54,3,3,2612,College
0,51,1,2,3346,Unknown
0,41,3,2,931,High School
0,33,0,1,2878,Unknown
0,54,3,3,1636,College
0,47,2,3,1564,College
0,42,3,2,7434,Graduate
0,37,3,1,3999,High School
0,40,4,3,1504,Graduate
0,64,1,3,1613,Unknown
0,57,1,2,1519,High School
0,49,3,2,3598,Graduate
0,61,0,3,1448,Post-Graduate
0,59,0,1,1456,Graduate
0,60,1,1,4592,Graduate
0,46,4,2,3718,High School
0,49,4,3,4691,Graduate
0,49,1,3,3924,High School
0,39,2,3,2279,Graduate
0,43,3,2,4217,Unknown
0,51,3,1,4024,Graduate
0,54,1,2,1706,Uneducated
0,42,3,2,3943,Uneducated
0,48,4,3,4284,Unknown
0,49,3,3,3875,College
1,57,2,3,2767,Uneducated
0,44,2,2,3745,Graduate
0,33,2,1,2603,Graduate
0,46,3,3,3099,Uneducated
0,36,4,4,5005,College
0,36,0,2,2448,Uneducated
0,53,4,1,1288,High School
0,52,2,2,15497,Graduate
0,54,4,5,4609,College
0,44,4,2,1196,Unknown
0,49,2,1,3676,High School
0,45,5,1,5067,High School
0,43,3,1,8785,Graduate
0,60,0,3,3627,Unknown
0,42,3,2,3108,Uneducated
0,41,3,3,1465,Graduate
0,42,2,3,5051,High School
0,48,3,1,4264,Graduate
1,39,3,1,8056,High School
0,51,2,6,5074,Doctorate
0,38,1,3,14637,High School
0,39,0,2,4386,Graduate
1,47,3,3,1507,Graduate
0,53,3,3,4437,Graduate
1,46,3,3,2629,Uneducated
0,42,4,3,4792,College
0,41,5,1,3088,Post-Graduate
0,44,4,2,16605,Unknown
0,59,0,1,4833,Uneducated
0,50,1,2,4740,Uneducated
0,51,2,2,8796,Unknown
0,45,4,2,3856,Unknown
1,43,4,2,2473,Unknown
0,38,3,2,1499,High School
0,56,1,1,14596,Graduate
0,65,0,2,3998,College
1,47,4,2,1736,Uneducated
1,52,1,3,3004,Uneducated
0,35,1,3,2562,Uneducated
0,33,2,3,1742,Doctorate
0,46,4,1,4460,Graduate
1,37,3,2,1339,Post-Graduate
0,52,1,3,3533,Graduate
0,56,2,1,4333,Graduate
0,54,3,2,4633,High School
0,47,2,2,2694,Unknown
1,38,3,2,2256,College
0,52,5,1,3452,Graduate
0,46,1,2,4417,Graduate
1,54,0,3,2321,Doctorate
0,51,2,3,4336,Unknown
1,47,2,2,2529,Graduate
0,49,4,3,5172,Unknown
0,48,4,6,4727,Post-Graduate
0,65,0,3,4554,High School
0,41,3,2,3642,Graduate
0,35,3,2,2238,Graduate
1,42,0,3,2307,Uneducated
1,42,2,2,708,Uneducated
0,36,3,2,1606,Graduate
1,44,2,2,2469,Graduate
0,26,0,3,2644,Graduate
1,58,1,3,918,College
0,42,5,2,4698,Unknown
0,59,0,3,14838,High School
0,33,3,3,2584,Graduate
1,40,4,1,1028,Graduate
1,46,2,2,1775,Doctorate
0,40,3,3,5080,Uneducated
0,49,4,3,14212,Post-Graduate
0,57,2,3,1683,Uneducated
0,35,3,3,2167,Doctorate
0,53,1,6,13247,High School
0,47,3,2,15627,Unknown
0,58,2,2,4537,High School
0,41,3,3,4081,High School
0,35,3,1,2447,Graduate
0,65,0,5,5103,Uneducated
0,50,3,1,1930,High School
1,41,5,3,2801,Graduate
0,46,2,3,1245,High School
0,39,1,3,13703,Graduate
0,49,4,2,4546,Uneducated
0,44,4,3,5428,Graduate
0,49,3,3,1173,Graduate
0,55,2,1,13289,Graduate
0,31,1,1,3264,High School
0,47,3,3,7926,Uneducated
0,50,0,3,1386,Uneducated
1,55,5,2,2244,Unknown
0,40,3,1,4977,Uneducated
1,38,2,4,1137,Uneducated
0,47,4,2,4246,Graduate
0,60,1,3,1378,Unknown
0,40,2,5,3441,Unknown
1,47,3,5,2164,Unknown
1,46,2,3,9314,High School
0,37,1,1,2591,Graduate
1,41,3,3,1679,Unknown
0,46,2,3,1672,Uneducated
1,47,3,3,2064,High School
0,45,2,1,5221,Uneducated
0,48,2,2,1390,Unknown
0,53,3,1,4574,Graduate
0,43,5,3,4797,Uneducated
0,49,2,1,4013,Uneducated
0,57,3,3,3297,High School
1,38,2,3,2031,Graduate
0,30,0,2,1819,High School
0,51,2,1,4348,Graduate
0,51,3,3,4348,Graduate
0,32,0,3,3006,Uneducated
0,49,4,1,3675,Unknown
0,47,2,3,2170,Graduate
1,57,3,6,8004,Unknown
0,46,2,3,1254,Doctorate
1,55,1,2,2665,Graduate
0,44,3,1,13967,College
0,49,3,3,4150,High School
0,54,3,1,1446,Doctorate
0,46,2,6,4917,Graduate
0,36,2,3,3215,High School
0,47,4,1,5363,Graduate
0,35,4,3,5089,College
0,42,3,1,8417,Unknown
0,44,3,2,3999,Uneducated
0,39,1,2,3078,Uneducated
1,35,3,3,2178,College
0,43,4,3,1408,Unknown
1,46,2,2,967,Uneducated
0,52,4,1,4188,High School
0,51,2,3,3893,Graduate
0,56,1,2,15274,Graduate
0,55,2,2,1592,Graduate
0,38,3,1,1527,High School
0,44,3,3,3242,Unknown
1,50,1,3,4929,Post-Graduate
0,35,2,1,4365,Unknown
0,41,2,2,1209,Graduate
0,53,2,1,15212,High School
0,59,2,6,4658,Unknown
0,39,3,2,3572,Graduate
0,51,2,2,4388,Unknown
0,50,1,3,4533,High School
0,47,4,2,2962,Doctorate
0,40,2,3,2528,High School
0,41,3,1,4191,High School
0,45,2,3,1393,Graduate
0,56,1,3,2502,Uneducated
0,49,3,1,3915,Unknown
0,49,2,2,4122,Unknown
0,52,2,2,8604,Doctorate
0,31,1,1,13988,College
0,62,0,1,3714,Unknown
0,40,3,3,4677,Graduate
0,50,1,1,4937,Unknown
0,39,2,2,2583,Graduate
0,46,3,2,3279,High School
0,44,4,3,7042,Graduate
0,50,3,2,4203,Uneducated
0,49,3,1,1468,Graduate
0,46,3,4,4256,Graduate
0,34,1,3,1926,High School
0,47,3,2,4538,Unknown
0,55,2,1,3470,High School
0,57,2,3,16319,Uneducated
1,32,0,2,8376,College
1,48,2,3,8293,Graduate
0,38,1,3,2409,High School
0,44,3,2,4127,Graduate
0,60,1,1,3280,Post-Graduate
0,44,3,1,3888,Graduate
0,45,2,1,4964,Graduate
0,42,4,2,3886,Graduate
0,50,2,2,4905,Uneducated
0,45,4,2,3746,High School
1,43,4,3,7847,Uneducated
0,53,2,2,13930,High School
1,45,3,2,2030,Unknown
0,53,2,3,7642,College
0,38,1,1,4475,Doctorate
0,56,4,2,4925,Doctorate
0,44,4,2,1052,College
0,56,3,1,1626,High School
0,43,3,1,2512,Graduate
0,48,4,2,1671,Post-Graduate
1,50,2,2,2935,Unknown
0,61,0,1,5224,High School
0,30,0,2,2907,Graduate
0,48,3,2,3546,Graduate
0,48,2,3,4059,Unknown
0,42,3,1,4518,Graduate
0,27,0,1,2026,Unknown
0,46,5,3,3660,Doctorate
0,65,1,2,3855,College
0,55,4,2,1425,Graduate
0,50,2,1,4254,Graduate
0,59,1,2,15004,Doctorate
0,42,4,3,4767,Graduate
1,59,0,4,2256,Doctorate
1,45,4,4,827,Uneducated
1,55,1,3,1735,College
0,59,2,1,13751,Graduate
0,44,2,1,4349,Uneducated
0,46,1,2,8313,Graduate
0,58,3,3,4363,Graduate
0,42,1,3,14728,Graduate
0,50,4,3,4310,College
0,48,3,3,4376,Post-Graduate
0,45,3,2,7149,High School
0,40,4,3,3870,Post-Graduate
0,44,3,2,1810,Graduate
1,37,2,2,2243,Unknown
0,63,0,3,4533,Uneducated
0,35,2,3,2534,Graduate
1,48,3,2,4801,Unknown
0,61,0,2,4313,High School
0,40,3,1,8571,Doctorate
0,50,3,2,1198,Graduate
0,47,4,5,1039,Unknown
0,32,3,2,14593,High School
0,45,5,3,14209,Doctorate
1,51,1,3,2878,High School
0,53,1,3,16023,College
0,40,2,2,16101,Uneducated
1,39,1,3,2397,Uneducated
0,51,0,2,4525,Doctorate
0,39,2,2,2094,High School
0,39,2,4,1842,Graduate
1,43,1,3,2137,Post-Graduate
0,45,3,3,3530,High School
0,55,1,3,4548,Graduate
0,53,3,2,1497,College
1,50,3,4,2271,Graduate
0,49,2,2,4863,Uneducated
0,48,2,3,4540,Uneducated
0,47,3,2,4295,Graduate
0,56,2,5,4774,Graduate
0,44,3,3,7605,High School
0,50,5,2,4550,Graduate
0,33,2,3,4390,Unknown
0,53,3,2,1387,High School
0,46,5,3,3916,High School
0,46,3,1,4747,Graduate
0,47,3,4,7283,Unknown
0,38,4,1,4717,Graduate
0,46,3,2,3586,Graduate
0,57,1,3,2673,Unknown
0,60,0,3,4070,Uneducated
0,44,3,3,14242,Unknown
1,46,2,3,2619,Unknown
0,52,4,3,1771,High School
1,48,5,3,2260,Post-Graduate
0,47,5,1,2902,College
0,50,0,3,3240,Uneducated
1,41,2,3,4822,Graduate
1,44,2,3,2100,Doctorate
0,39,1,1,4078,Post-Graduate
0,51,4,3,4716,Unknown
0,31,1,2,2308,Uneducated
0,60,1,1,2117,Doctorate
0,37,1,3,5136,Graduate
1,54,1,3,2519,Unknown
1,46,4,2,2061,Graduate
0,38,1,2,4960,High School
0,40,4,1,4734,Uneducated
0,31,0,1,13109,Uneducated
0,46,3,3,4270,High School
0,26,0,1,3567,Post-Graduate
0,38,2,3,2935,Graduate
1,54,2,3,2750,Uneducated
1,37,3,1,2568,High School
0,31,0,1,2457,Graduate
1,62,0,5,2281,Post-Graduate
0,44,1,1,4088,Unknown
0,48,2,3,1309,Uneducated
0,55,2,1,4439,Uneducated
1,43,2,2,2537,Uneducated
1,50,2,2,2438,Post-Graduate
1,56,4,3,781,High School
0,58,2,2,8061,Uneducated
0,52,2,3,4850,Graduate
1,44,1,2,10583,Uneducated
0,60,2,3,4858,Unknown
0,44,2,2,4988,Uneducated
1,45,4,2,2198,Unknown
0,46,4,1,5138,Graduate
0,45,0,1,8987,Doctorate
0,46,4,1,4272,Uneducated
0,39,2,3,1602,Unknown
0,39,2,2,7570,Uneducated
0,53,3,2,1297,High School
0,53,2,2,4133,High School
0,34,3,3,2902,Unknown
0,36,1,2,3959,Graduate
0,49,3,2,1549,Post-Graduate
0,44,4,3,4983,High School
0,48,3,1,7549,Graduate
0,52,0,4,4880,Graduate
0,44,2,3,8927,Graduate
0,50,2,1,4891,Graduate
0,56,1,4,4371,Unknown
0,36,2,3,1965,Graduate
0,37,1,3,2468,Uneducated
1,47,3,3,2169,Uneducated
1,36,3,1,694,Post-Graduate
0,59,1,3,5177,Unknown
0,64,0,3,1597,Graduate
0,35,3,3,2753,Graduate
0,44,3,2,3773,College
0,41,1,3,4917,College
0,41,4,2,2589,Unknown
1,47,3,2,1920,Uneducated
0,51,4,3,4580,Graduate
1,52,3,5,2343,High School
0,41,2,1,4933,Graduate
0,48,2,2,4422,Unknown
0,46,5,1,8231,High School
0,43,1,1,14727,Graduate
0,29,1,3,3759,Unknown
0,52,2,2,4461,Uneducated
1,38,1,3,4619,High School
0,48,0,1,2198,Unknown
0,59,2,3,15107,Uneducated
0,43,3,2,1720,Graduate
0,48,4,3,3876,Unknown
0,26,0,1,2781,Graduate
0,49,4,2,7962,Graduate
0,52,3,6,5146,College
0,45,3,2,3814,High School
0,42,3,2,4605,Graduate
1,48,4,3,1626,Uneducated
1,50,2,4,7661,Graduate
0,34,0,3,2405,Graduate
1,58,1,3,8100,Graduate
0,45,2,2,8773,Graduate
0,36,2,2,4855,Doctorate
0,38,2,1,2906,Uneducated
0,41,3,3,15140,College
0,46,4,1,1715,Graduate
0,45,4,1,1906,Doctorate
0,35,2,1,4679,Unknown
0,56,4,3,4714,High School
0,55,2,2,3281,Graduate
0,44,3,2,4666,Uneducated
1,56,2,6,1920,High School
0,55,1,2,1308,Graduate
0,51,2,3,4101,College
0,48,3,3,4518,High School
0,54,4,3,4731,College
0,43,2,4,3820,Unknown
1,53,1,2,1635,Graduate
0,47,4,1,1343,Graduate
0,61,0,1,1876,Uneducated
0,43,4,2,15226,Uneducated
0,45,3,2,4928,Graduate
1,52,1,4,2310,Unknown
1,38,3,2,1460,Uneducated
0,47,1,1,4471,Uneducated
1,52,1,3,829,Uneducated
0,58,3,2,14111,Graduate
0,58,0,3,4653,High School
1,56,1,5,2220,High School
0,46,2,2,3612,Unknown
0,36,2,1,1652,Graduate
0,52,4,5,5053,Uneducated
0,35,3,3,2172,Graduate
0,36,2,3,2631,Graduate
0,46,4,3,8178,Uneducated
1,43,3,3,4866,Graduate
0,42,3,3,8512,High School
0,40,5,2,4256,Graduate
0,52,5,1,4587,Unknown
0,36,4,3,2243,Doctorate
0,49,4,3,3990,High School
0,39,4,3,14043,Post-Graduate
0,37,2,2,4159,High School
0,55,1,2,14750,Uneducated
0,44,3,4,7663,Post-Graduate
0,46,2,1,14428,Graduate
0,57,2,4,3031,Graduate
0,47,3,1,4353,Unknown
1,42,2,3,2257,Unknown
0,45,5,2,4071,Uneducated
0,46,4,3,3253,High School
0,49,1,3,15937,Graduate
0,40,2,3,3644,High School
1,46,4,3,5537,High School
0,53,1,2,1213,Graduate
0,41,3,3,1455,Uneducated
0,40,3,3,15121,Unknown
1,44,2,2,1944,Graduate
0,57,1,3,4578,High School
0,54,1,2,1256,Graduate
0,46,3,3,4050,Unknown
0,42,4,3,3910,Uneducated
1,54,2,3,2145,Unknown
0,43,2,1,1531,Unknown
0,55,2,1,1731,Unknown
1,45,4,2,2032,Doctorate
0,38,4,3,2807,Graduate
1,51,3,3,2552,Graduate
0,47,3,5,4093,Uneducated
1,46,1,3,2216,Graduate
0,36,5,1,1975,High School
0,38,1,3,16628,Uneducated
0,51,0,3,7604,Uneducated
0,45,4,3,13300,Uneducated
0,46,2,5,4520,Uneducated
0,36,4,2,1968,Doctorate
0,50,2,3,4904,Uneducated
0,34,4,2,4626,Graduate
0,47,2,2,1588,Graduate
0,44,2,2,3942,Uneducated
0,51,2,1,1422,Graduate
0,47,2,3,3018,Uneducated
0,44,2,2,4312,High School
0,46,4,3,1517,Graduate
0,49,3,2,4890,High School
0,44,2,3,4048,Unknown
0,62,0,2,7739,Post-Graduate
0,41,4,1,4539,College
0,40,3,2,3906,Uneducated
0,46,5,3,4615,Graduate
0,61,0,2,4253,Post-Graduate
0,36,3,3,4769,Uneducated
0,43,4,3,3929,Graduate
0,38,4,2,15611,Unknown
0,46,3,2,1456,College
0,42,3,3,3436,Post-Graduate
0,55,1,2,1612,Graduate
1,41,5,2,2874,Graduate
0,44,3,1,7123,Graduate
0,60,0,3,4533,Unknown
0,36,0,2,15549,Unknown
0,46,4,3,4481,Graduate
0,42,2,3,3434,Graduate
0,42,3,4,4512,Doctorate
0,37,3,1,2420,High School
0,55,2,2,4836,High School
1,36,2,2,2716,Post-Graduate
0,52,1,1,4388,Uneducated
0,39,2,2,4000,Uneducated
0,60,1,1,1354,High School
0,55,2,6,3998,Graduate
1,39,2,2,2596,Unknown
0,43,3,2,4197,Doctorate
0,49,4,2,3427,Uneducated
0,48,3,1,5014,High School
0,35,2,1,1914,Graduate
0,46,2,3,14227,High School
0,40,2,2,2428,Graduate
0,60,2,4,3488,Graduate
0,55,3,2,1337,High School
0,46,3,2,13280,Graduate
1,49,3,3,2644,College
0,61,0,1,1479,Graduate
0,57,2,4,3303,Unknown
0,42,3,3,15903,High School
0,53,3,2,7460,Graduate
0,29,1,2,13306,Uneducated
0,41,3,2,4173,Graduate
0,46,4,2,7582,Doctorate
0,38,3,4,4121,Graduate
0,48,2,1,1520,College
0,51,2,3,4402,Graduate
0,41,4,3,4962,Graduate
1,48,5,3,673,High School
0,60,1,3,14112,Unknown
0,51,1,4,5149,High School
0,62,0,3,4003,Graduate
0,38,2,2,4093,Graduate
0,49,2,2,3912,High School
1,42,3,3,1000,College
0,56,4,1,4268,Unknown
0,42,4,2,4751,Uneducated
0,54,2,1,7302,Graduate
0,34,2,3,5228,Post-Graduate
0,48,3,2,3502,Post-Graduate
0,43,3,3,4551,High School
0,65,1,2,1314,Unknown
0,29,1,3,4333,Uneducated
0,39,2,3,1794,Unknown
0,43,3,1,3395,Uneducated
0,46,3,3,5170,Graduate
0,47,3,3,4167,Unknown
0,55,2,1,1425,Unknown
0,54,2,1,3553,Graduate
0,44,2,1,4043,Post-Graduate
0,39,4,1,8854,Doctorate
0,42,2,2,1289,Unknown
0,44,4,1,13999,College
0,41,4,3,1616,Uneducated
1,34,3,3,7031,Graduate
1,52,2,3,4907,Graduate
1,49,2,4,1592,Graduate
1,45,2,2,1720,Uneducated
0,37,4,3,2574,Graduate
0,41,4,1,1306,High School
0,54,1,3,4148,High School
0,36,2,2,2331,Post-Graduate
0,51,1,3,3377,High School
1,41,3,2,9061,Uneducated
0,37,1,3,1921,Graduate
0,52,2,3,1313,High School
1,52,3,4,1554,Post-Graduate
0,60,0,3,3280,Graduate
0,51,2,1,4156,Unknown
0,48,3,3,1843,Graduate
0,52,2,3,4458,High School
0,45,3,2,15005,Post-Graduate
0,39,3,2,1693,College
0,46,0,3,3543,Graduate
0,46,5,2,3636,Uneducated
0,42,4,2,7612,Graduate
0,44,2,1,4047,Graduate
0,33,2,3,4196,Doctorate
0,51,2,1,4885,High School
0,46,2,3,14340,High School
0,51,4,3,5016,Unknown
0,54,2,3,1843,Uneducated
1,39,2,3,2567,Uneducated
0,40,2,2,7288,Uneducated
0,54,1,3,3170,Graduate
1,54,1,6,2599,Unknown
1,52,1,3,8124,Unknown
0,47,3,2,14132,Graduate
0,49,2,1,2845,Unknown
0,40,2,2,4624,Graduate
0,47,4,2,2005,Graduate
1,30,0,1,7292,Graduate
0,53,2,3,15078,High School
1,50,3,3,2381,Uneducated
0,40,4,2,5097,Unknown
0,51,1,3,4885,Uneducated
0,51,2,2,4368,High School
0,53,0,3,1856,Graduate
0,52,2,1,14490,Uneducated
0,43,4,3,4432,Unknown
0,44,4,1,3971,Graduate
0,42,4,4,4577,Uneducated
1,45,3,3,2600,Graduate
0,38,3,3,5245,High School
0,39,2,1,1807,High School
0,37,1,3,2181,Graduate
1,60,1,6,2869,Uneducated
0,42,4,1,4707,College
1,35,2,3,2482,Unknown
0,48,1,4,4199,Graduate
0,47,5,2,4039,Unknown
0,56,1,1,4212,High School
0,40,2,2,4776,Unknown
0,41,4,2,3695,Graduate
0,40,3,2,13617,Graduate
0,45,3,1,4389,High School
0,41,3,4,13085,Unknown
1,43,2,3,6205,Post-Graduate
0,36,4,1,1663,Uneducated
0,35,1,3,2317,Post-Graduate
0,39,4,3,2674,Post-Graduate
1,51,2,3,2977,Graduate
1,43,2,2,1868,High School
0,55,2,2,1813,College
0,37,4,3,5199,Unknown
0,50,2,3,2916,Unknown
0,52,2,2,4418,Graduate
0,28,0,1,2591,Graduate
0,41,2,3,4119,Doctorate
0,41,4,3,1463,High School
0,54,2,2,1065,Graduate
0,43,3,2,3891,High School
0,42,2,3,3942,College
0,43,3,3,4783,Graduate
0,37,2,3,1555,Graduate
0,58,3,1,1915,High School
0,45,3,5,7834,High School
1,39,1,3,1195,College
0,35,2,3,2623,High School
0,36,2,3,2746,High School
0,49,2,2,3918,Graduate
0,49,1,3,3981,Graduate
0,56,2,3,16518,College
0,43,2,3,4093,Uneducated
0,38,2,1,3368,Post-Graduate
0,39,2,1,4112,Uneducated
0,56,4,3,4586,Post-Graduate
0,57,1,4,4649,High School
0,44,4,2,1227,Graduate
0,62,0,2,4355,Uneducated
0,45,3,4,4776,Unknown
0,59,1,2,8780,Graduate
0,45,2,1,3875,Graduate
0,31,0,2,13794,Uneducated
0,57,1,1,4689,College
1,53,1,3,2474,High School
0,54,5,3,1119,Graduate
0,50,3,1,1905,Unknown
0,47,4,3,2078,High School
0,45,3,3,5274,Graduate
0,48,2,1,4828,Graduate
0,37,1,3,15293,Doctorate
0,52,3,2,5077,Graduate
1,29,1,1,9658,High School
0,51,1,2,4211,Doctorate
0,48,4,1,4327,High School
0,37,2,1,2553,Graduate
0,42,2,2,4163,High School
0,63,1,2,1734,High School
0,47,4,1,3685,Uneducated
0,51,1,2,4753,Unknown
0,43,4,2,14565,Graduate
0,37,3,2,1865,Graduate
0,44,2,1,4413,College
0,35,3,1,1311,Graduate
0,30,0,3,15634,College
0,56,2,1,3151,High School
0,50,3,3,4535,College
1,42,4,2,1934,Unknown
0,55,1,2,1456,High School
0,45,4,2,8608,Uneducated
0,47,1,2,4740,High School
0,42,4,1,1364,Uneducated
1,38,4,2,2221,Graduate
0,55,1,3,4317,Graduate
0,41,3,2,4853,Graduate
0,48,3,2,3750,Graduate
0,41,1,3,1489,High School
0,44,2,1,3104,Unknown
0,62,0,3,4274,High School
0,64,0,3,1375,College
0,47,2,3,4228,College
0,35,2,2,4551,Unknown
0,54,2,1,4350,Unknown
0,43,3,1,1774,Unknown
0,43,3,3,14829,College
0,54,0,2,2445,Post-Graduate
0,37,2,2,4215,Graduate
0,41,3,3,3754,Graduate
0,54,3,3,1435,Uneducated
0,29,1,3,14791,Graduate
0,44,2,3,1058,Uneducated
0,39,4,4,3711,Graduate
0,43,3,3,1441,Graduate
0,50,2,1,4208,High School
0,43,3,2,4893,Post-Graduate
0,52,2,3,3142,College
1,59,0,4,2851,Unknown
0,42,1,3,4119,High School
0,51,1,2,1804,Graduate
0,54,4,3,5924,Post-Graduate
1,44,1,2,1891,High School
0,44,4,2,4244,Graduate
0,36,3,1,2069,High School
0,41,4,1,4544,Graduate
0,55,3,2,1472,College
0,36,2,2,2883,Graduate
0,44,3,1,15508,Post-Graduate
0,56,3,2,1425,High School
1,62,1,3,1581,Unknown
0,43,4,1,1860,High School
0,33,0,1,3306,Unknown
0,49,2,1,4628,Uneducated
0,45,3,3,4326,Graduate
0,55,3,3,4674,College
0,47,3,2,4267,High School
0,53,4,3,4271,Unknown
0,33,2,3,1378,Graduate
0,46,2,2,1763,Graduate
0,51,4,2,7548,Unknown
1,62,0,3,692,Graduate
0,40,3,2,2027,Graduate
1,59,2,3,844,Post-Graduate
0,53,1,1,1074,High School
0,52,1,3,3446,Uneducated
1,55,2,0,2278,College
0,50,3,2,3774,Uneducated
0,49,5,2,4061,Uneducated
0,48,3,3,5480,High School
0,65,2,2,1256,Unknown
0,46,3,1,3328,Uneducated
0,48,3,1,4609,College
0,54,0,3,3360,Graduate
0,62,0,1,3703,Graduate
0,65,1,3,1797,Uneducated
1,54,4,3,2092,High School
0,58,0,2,4962,Graduate
0,53,1,1,14305,High School
0,56,5,3,14781,Doctorate
0,43,3,3,7409,College
0,43,4,3,1566,Post-Graduate
0,57,3,3,3396,College
0,54,0,3,1292,Graduate
0,57,2,3,1516,Unknown
1,56,1,2,2371,Post-Graduate
0,59,2,3,4422,Graduate
0,33,4,2,2412,High School
0,55,4,2,5025,Uneducated
0,63,0,2,3677,Unknown
0,37,2,2,2717,High School
0,44,0,2,4572,High School
0,49,5,1,1291,Graduate
0,51,2,1,4498,Uneducated
0,61,0,3,4344,Post-Graduate
0,60,1,3,3103,Uneducated
0,35,2,1,14257,Graduate
0,57,2,3,3758,High School
0,46,4,2,14892,High School
0,35,0,3,2808,High School
0,48,3,2,1374,High School
0,50,2,1,1812,Unknown
0,50,1,2,3874,Graduate
0,44,4,2,7736,Uneducated
1,37,0,3,850,Doctorate
0,52,3,1,4791,Uneducated
0,45,2,3,4166,Graduate
1,55,1,4,2877,High School
0,45,4,1,7587,College
0,45,3,2,4976,Graduate
0,50,1,1,5237,Graduate
1,53,4,3,1739,Graduate
0,53,3,1,7758,Graduate
1,61,1,2,705,Unknown
0,56,3,3,16179,Graduate
1,27,0,3,10219,High School
0,52,3,2,2089,High School
1,47,1,3,1998,High School
1,43,5,3,4804,Graduate
0,41,4,1,15123,Graduate
0,39,1,2,8438,Unknown
0,26,1,3,2270,College
0,43,2,2,1665,College
0,36,2,3,2597,College
0,37,4,1,1463,Graduate
0,45,3,2,5020,High School
0,62,0,1,1406,Unknown
0,59,0,3,3365,Graduate
0,64,1,3,3942,Graduate
0,48,2,2,4581,Post-Graduate
0,61,0,1,1820,Post-Graduate
0,47,3,2,4491,Post-Graduate
0,26,1,1,4138,High School
0,51,1,3,2036,Uneducated
0,39,1,3,1902,Graduate
0,49,3,3,4869,Uneducated
0,46,4,2,3534,Unknown
0,37,2,3,12603,Graduate
0,50,2,4,3568,College
0,45,4,2,4275,College
0,49,5,2,1502,Unknown
0,40,2,3,3966,Unknown
0,45,2,3,14220,High School
0,55,3,1,4131,Graduate
1,44,1,3,10291,High School
0,52,0,3,1736,Graduate
0,52,3,3,4293,High School
0,37,3,3,2439,Graduate
1,47,3,2,1676,High School
0,64,0,1,1355,Uneducated
0,45,3,6,4430,Graduate
1,33,2,2,2833,Graduate
0,56,3,2,1229,Graduate
0,51,3,2,1481,Unknown
1,49,2,3,2520,Unknown
1,50,2,3,1863,Uneducated
0,53,4,2,2242,Graduate
0,65,0,1,3495,Uneducated
0,47,3,3,3635,Doctorate
0,60,0,3,4467,College
0,55,3,3,2481,College
0,38,3,3,3789,Uneducated
0,39,3,2,3124,College
0,32,1,1,15925,High School
0,35,3,3,1790,College
0,62,1,2,4199,Unknown
0,50,3,3,4630,Unknown
0,57,1,3,1464,Graduate
0,40,4,2,4763,Unknown
0,48,3,3,13980,Graduate
0,49,4,2,7906,Uneducated
0,60,1,3,3516,Graduate
0,38,5,5,4268,Graduate
1,54,3,2,2398,High School
1,56,2,3,8454,Unknown
0,43,3,3,1994,College
1,59,2,5,2146,Uneducated
0,34,3,1,3833,Graduate
1,59,2,3,2594,Unknown
0,53,1,3,4881,College
0,53,1,2,1379,High School
0,50,1,5,3647,Unknown
0,37,2,2,4730,College
0,31,2,3,2329,Unknown
0,47,1,2,4422,Post-Graduate
1,56,2,2,2123,Graduate
0,49,3,3,3890,Graduate
0,37,3,1,3246,Graduate
0,59,0,1,4455,High School
0,33,0,2,1387,Graduate
1,49,3,2,3100,Graduate
0,27,1,2,2294,Graduate
0,38,1,2,13140,Doctorate
1,48,3,3,2430,Uneducated
0,42,4,2,1614,Uneducated
1,54,2,1,1642,Uneducated
0,49,2,1,2922,High School
0,46,3,2,1409,College
0,42,5,3,1903,Graduate
1,44,1,2,2512,Graduate
