Attrition_Flag,Marital_Status,Education_Level,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1
0,Single,Uneducated,41,5,2,1762.0,1051,0.785
0,Single,Unknown,40,4,1,2594.0,2159,0.792
1,Single,Graduate,37,3,2,1784.0,577,0.542
0,Divorced,College,26,0,2,4150.0,456,1.126
0,Single,High School,36,1,3,5257.0,1572,0.732
0,Married,Uneducated,52,3,3,2516.0,1486,0.503
0,Married,Graduate,29,1,2,1438.3,0,0.7340000000000001
0,Single,Graduate,64,0,3,6663.0,765,1.129
0,Married,Unknown,54,3,3,6348.0,798,1.042
0,Unknown,High School,42,5,2,7253.0,0,0.644
0,Divorced,Uneducated,44,3,1,11127.0,1835,2.3680000000000003
0,Divorced,Doctorate,44,2,1,2406.0,1491,0.606
0,Single,Graduate,62,0,2,2870.0,2284,0.6609999999999999
0,Married,College,46,5,2,24248.0,1020,1.19
0,Married,Graduate,48,3,2,1667.0,0,0.6859999999999999
0,Single,Post-Graduate,49,2,3,24904.0,0,0.636
0,Single,Unknown,44,3,3,7277.0,0,0.758
0,Married,High School,49,3,2,3906.0,0,1.214
0,Married,Graduate,44,3,3,10877.0,1802,0.706
1,Single,Graduate,36,2,3,4225.0,2517,0.662
0,Married,Uneducated,35,1,2,2593.0,1660,0.562
0,Married,Graduate,45,2,2,6091.0,0,0.56
1,Single,Graduate,61,0,1,11859.0,1644,0.866
0,Single,Unknown,26,0,2,2600.0,1876,0.606
0,Single,Graduate,53,4,1,4117.0,777,0.5920000000000001
0,Divorced,Uneducated,48,3,5,11427.0,2307,0.848
0,Single,Uneducated,62,1,1,12814.0,1010,0.8690000000000001
0,Single,College,26,1,2,1438.3,737,0.8059999999999999
0,Married,Graduate,42,2,2,6280.0,2181,0.795
0,Married,Uneducated,49,2,3,3783.0,0,0.59
0,Single,Unknown,42,4,3,13719.0,1384,1.2009999999999998
0,Married,Unknown,51,2,1,4941.0,786,0.833
0,Divorced,Graduate,42,3,2,3714.0,2517,0.857
0,Married,Unknown,47,2,3,2793.0,1517,0.7120000000000001
0,Married,Graduate,30,1,2,7087.0,1060,0.7090000000000001
0,Single,Uneducated,44,3,3,4307.0,0,0.745
0,Married,Uneducated,50,2,3,12458.0,1332,0.68
0,Married,Graduate,46,5,2,2206.0,1722,0.973
0,Married,College,39,4,3,1888.0,1292,0.772
1,Married,High School,52,2,4,23128.0,1958,0.604
0,Single,Graduate,37,1,2,6827.0,0,0.754
0,Unknown,Uneducated,36,1,3,20230.0,798,0.5920000000000001
0,Single,Uneducated,41,4,6,21756.0,0,0.8170000000000001
1,Divorced,Graduate,50,1,3,1656.0,0,0.626
0,Married,Graduate,49,5,2,11115.0,1292,0.797
0,Divorced,High School,41,3,2,4549.0,2109,0.953
0,Married,High School,41,3,2,2359.0,1509,1.1
0,Married,Graduate,51,3,1,3418.0,0,2.594
0,Married,Graduate,55,1,2,4666.0,1275,0.397
0,Single,High School,38,2,1,1438.3,1309,0.8420000000000001
0,Married,Unknown,34,3,2,1569.0,909,1.288
0,Unknown,College,43,3,1,5397.0,1265,0.6759999999999999
0,Married,Graduate,54,3,1,11905.0,0,0.8809999999999999
0,Single,College,46,2,2,21526.0,2332,0.755
0,Single,Uneducated,49,1,2,12055.0,1858,0.645
0,Unknown,Uneducated,36,4,2,4370.0,1222,0.648
0,Single,College,44,4,3,5005.0,969,0.727
0,Single,Graduate,44,2,2,2368.0,1244,0.935
0,Married,Graduate,52,4,2,5776.0,874,0.894
0,Single,Unknown,50,2,3,21498.0,1542,0.759
0,Married,Doctorate,52,1,2,33864.0,989,1.219
0,Married,High School,50,3,2,4514.0,2016,0.313
0,Married,College,39,2,1,2731.0,1573,0.943
0,Single,College,63,0,2,2706.0,889,0.73
0,Single,Graduate,37,1,3,2684.0,0,0.66
0,Married,Graduate,39,3,3,32964.0,2231,1.731
0,Married,Doctorate,46,2,3,2644.0,1517,0.721
0,Single,Graduate,58,2,1,2127.0,0,0.735
0,Married,Graduate,47,2,2,2035.0,1620,0.838
0,Married,High School,54,1,3,3784.0,2517,0.648
0,Single,Unknown,42,2,2,29195.0,892,0.565
0,Divorced,High School,41,2,2,1636.0,986,0.833
0,Married,Uneducated,49,2,5,20734.0,2517,0.888
0,Single,College,53,1,3,6605.0,1479,0.7390000000000001
0,Single,Uneducated,63,0,6,1438.3,0,0.8640000000000001
1,Single,Unknown,55,3,3,1741.0,0,0.84
0,Single,Graduate,39,2,4,13984.0,632,0.7020000000000001
0,Single,College,53,4,1,34516.0,800,0.804
0,Single,High School,54,1,2,10798.0,1378,0.631
0,Single,Graduate,46,3,3,1438.3,576,0.774
0,Single,Unknown,39,2,2,11135.0,1563,0.746
0,Married,College,46,3,2,1438.3,0,0.7859999999999999
1,Married,Unknown,38,4,2,1438.3,0,0.777
1,Married,Post-Graduate,51,4,3,3735.0,0,0.762
0,Single,High School,29,1,2,3095.0,1488,0.924
0,Single,High School,40,3,1,1707.0,989,0.555
0,Married,Unknown,57,2,1,5073.0,1533,0.654
0,Single,Graduate,43,4,1,2419.0,0,0.762
0,Single,High School,37,1,2,21952.0,1600,0.878
1,Single,High School,59,1,3,1665.0,0,1.01
0,Single,Uneducated,63,0,3,7997.0,1096,0.716
0,Married,Unknown,46,4,3,1925.0,1202,0.518
0,Single,Unknown,47,3,3,8856.0,1433,0.8109999999999999
0,Married,Graduate,35,2,3,3454.0,1603,1.078
0,Married,Uneducated,49,2,1,3090.0,0,0.769
1,Single,Graduate,64,0,3,1682.0,0,0.75
0,Unknown,Uneducated,56,2,1,8438.0,1825,0.589
0,Single,Graduate,56,4,3,25736.0,1388,0.743
0,Married,Graduate,35,1,1,7583.0,1619,1.4680000000000002
0,Married,Unknown,51,2,3,1438.3,1141,0.69
0,Unknown,Unknown,43,3,1,9959.0,734,0.86
0,Married,Uneducated,45,2,4,2918.0,1597,0.884
0,Unknown,Graduate,47,3,2,5369.0,1854,0.959
0,Single,Unknown,43,5,1,4556.0,0,0.961
0,Married,Graduate,61,0,3,3077.0,1646,0.456
0,Single,Post-Graduate,50,3,1,3234.0,1486,0.868
0,Married,Post-Graduate,48,5,3,2926.0,716,0.949
0,Married,Unknown,60,1,4,2882.0,2081,0.644
0,Married,Graduate,48,2,2,10514.0,1494,0.649
0,Married,Graduate,57,3,2,6347.0,1594,0.8959999999999999
0,Married,Graduate,54,2,3,6224.0,1892,0.983
0,Married,Uneducated,38,3,2,16722.0,0,0.7190000000000001
0,Married,Graduate,46,1,2,6903.0,2091,0.919
0,Divorced,High School,32,0,3,12268.0,1165,0.8320000000000001
0,Divorced,Graduate,47,3,3,2182.0,1566,0.574
0,Single,High School,37,1,2,6730.0,1093,1.01
0,Single,Uneducated,36,1,2,1937.0,733,0.826
1,Single,High School,45,2,3,15490.0,0,0.742
0,Single,Unknown,44,2,2,9827.0,600,0.477
1,Married,Unknown,51,2,2,2114.0,0,0.875
0,Divorced,High School,28,1,3,2265.0,1935,0.653
0,Unknown,Graduate,44,2,2,23665.0,1624,0.574
0,Divorced,Uneducated,44,2,3,3650.0,1270,0.792
0,Divorced,Uneducated,52,2,1,1438.3,0,0.706
0,Married,High School,43,1,3,1616.0,0,0.794
0,Married,Unknown,51,4,2,2350.0,1272,0.873
0,Single,High School,46,5,3,1787.0,1324,0.684
0,Single,Graduate,34,2,1,1901.0,1176,0.612
1,Married,Post-Graduate,42,2,2,2476.0,2250,0.969
0,Married,Uneducated,41,2,3,11107.0,1222,0.5379999999999999
0,Married,Post-Graduate,52,1,1,1481.0,0,0.698
1,Single,Uneducated,41,5,3,12094.0,0,0.995
0,Married,Unknown,30,1,6,2607.0,1966,0.65
0,Married,Uneducated,45,5,1,1830.0,650,0.7240000000000001
0,Single,Graduate,56,3,1,34516.0,1307,0.5579999999999999
1,Single,Doctorate,37,2,1,1900.0,0,0.7759999999999999
0,Single,Unknown,62,0,1,4467.0,0,0.888
0,Married,College,56,2,1,2781.0,1035,0.816
1,Single,Doctorate,41,3,2,9220.0,0,0.733
0,Unknown,College,52,1,2,8506.0,0,0.7190000000000001
0,Married,High School,49,2,3,2992.0,1845,0.7070000000000001
0,Married,Unknown,46,2,3,6990.0,876,0.752
0,Married,Graduate,40,4,1,27436.0,642,0.705
0,Married,Graduate,50,1,2,9771.0,1776,0.46
0,Married,Unknown,46,3,1,34516.0,1099,0.816
0,Unknown,Uneducated,40,2,3,16903.0,1507,0.97
0,Married,High School,52,2,1,11358.0,1425,0.611
0,Married,Post-Graduate,42,4,2,3188.0,2002,0.825
0,Married,Graduate,58,2,2,5031.0,1327,0.5529999999999999
0,Married,College,51,3,2,1864.0,1427,0.725
0,Unknown,Unknown,47,2,3,1811.0,0,0.61
0,Single,College,44,4,4,22074.0,0,1.199
0,Single,Graduate,41,2,3,2250.0,2117,1.162
1,Married,Graduate,36,2,2,1666.0,813,0.813
0,Married,College,55,3,4,2252.0,1737,0.685
0,Single,Graduate,46,3,3,4930.0,0,1.019
0,Single,Graduate,50,3,1,2798.0,1291,0.708
0,Single,Uneducated,54,3,4,4542.0,1355,0.48
0,Married,Unknown,38,0,2,1841.0,1246,0.759
1,Married,Uneducated,56,1,2,33870.0,0,0.872
0,Single,Uneducated,40,3,3,3804.0,1917,0.7440000000000001
0,Single,Graduate,48,3,1,13551.0,1294,0.7909999999999999
0,Single,Uneducated,38,2,1,34516.0,1595,0.8240000000000001
0,Single,Unknown,47,5,2,8823.0,2517,0.812
0,Married,Uneducated,48,4,6,7469.0,1216,0.7709999999999999
0,Married,Unknown,44,1,2,2885.0,1895,0.387
0,Married,Unknown,43,2,1,3327.0,2517,0.7929999999999999
0,Married,College,38,2,1,18226.0,1847,0.845
1,Divorced,High School,59,2,5,1438.3,0,0.7340000000000001
0,Married,Unknown,39,1,1,10830.0,2184,0.907
0,Married,Graduate,43,3,1,2639.0,0,0.892
0,Married,Post-Graduate,51,3,1,7925.0,1445,0.75
0,Married,College,51,2,2,5232.0,1923,0.629
0,Married,Uneducated,49,2,1,2189.0,1860,0.8340000000000001
0,Married,Uneducated,52,1,3,3103.0,2517,0.8809999999999999
1,Married,Uneducated,55,3,2,2323.0,0,0.737
1,Married,Graduate,37,3,3,6407.0,478,1.022
0,Single,High School,47,3,3,18123.0,1775,0.593
0,Unknown,Unknown,48,4,3,2406.0,1744,0.6940000000000001
0,Married,Graduate,51,2,6,26142.0,0,0.6509999999999999
0,Married,Unknown,37,3,1,11894.0,816,1.561
1,Unknown,Unknown,46,3,3,4710.0,0,0.7170000000000001
0,Married,Doctorate,58,3,3,1517.0,920,0.825
0,Married,Graduate,37,5,3,3351.0,1847,0.67
0,Single,Graduate,46,2,3,2418.0,1106,0.963
0,Single,Graduate,36,2,2,34516.0,1568,0.878
0,Married,Graduate,32,1,1,5497.0,1735,0.664
0,Single,Unknown,38,2,2,3206.0,2459,0.696
0,Divorced,Graduate,44,3,2,4269.0,1852,0.682
0,Married,Unknown,50,2,3,2205.0,1659,0.8909999999999999
0,Married,Graduate,45,4,3,4112.0,0,0.777
0,Single,Unknown,48,3,1,16794.0,1527,0.912
0,Single,High School,53,2,2,19040.0,2056,0.607
0,Single,Unknown,35,1,3,6053.0,2001,0.743
0,Single,Doctorate,37,2,3,32056.0,1887,0.831
0,Single,Graduate,50,3,2,2382.0,1419,0.78
0,Unknown,High School,56,1,1,8331.0,0,0.705
0,Single,Unknown,42,3,1,6453.0,0,0.76
0,Single,Graduate,42,2,3,11761.0,1775,0.925
0,Single,Uneducated,41,4,1,2490.0,627,0.345
0,Divorced,High School,53,2,3,7753.0,2100,0.8390000000000001
0,Married,Graduate,32,1,1,9711.0,972,0.647
0,Married,Post-Graduate,47,5,3,6043.0,0,0.627
0,Married,Graduate,50,3,2,1438.3,0,0.868
0,Married,High School,47,2,2,2730.0,1970,0.848
1,Single,High School,39,3,1,3651.0,0,0.977
0,Single,High School,42,3,3,2171.0,1415,0.773
1,Single,Unknown,49,3,2,5855.0,0,0.962
0,Married,Uneducated,49,2,5,3128.0,749,0.598
0,Single,Graduate,46,4,3,4335.0,2480,0.5429999999999999
0,Married,Graduate,42,3,2,2526.0,2048,0.716
0,Unknown,Uneducated,46,2,2,6145.0,1349,0.971
0,Unknown,Graduate,42,1,3,3741.0,0,0.959
0,Single,High School,45,2,3,15987.0,2262,0.7140000000000001
0,Divorced,Unknown,45,3,2,1811.0,787,0.585
0,Married,High School,45,4,2,2948.0,2232,0.858
0,Single,Post-Graduate,45,4,5,1850.0,621,0.682
0,Married,Uneducated,49,2,1,3017.0,0,0.7020000000000001
0,Married,Doctorate,44,4,3,6329.0,1643,0.706
0,Single,College,42,4,3,3311.0,841,0.7
0,Single,Doctorate,33,2,2,9371.0,1541,0.7809999999999999
0,Single,College,45,5,2,15677.0,1227,0.76
0,Single,Uneducated,37,1,1,3127.0,2378,0.862
0,Married,High School,47,3,1,6028.0,799,0.8190000000000001
0,Single,Graduate,40,4,2,2558.0,0,0.728
1,Single,Graduate,57,2,5,8760.0,0,0.726
0,Unknown,Unknown,60,1,3,5362.0,2057,0.763
0,Married,Unknown,53,2,2,3386.0,1984,0.573
0,Married,Graduate,50,1,5,20958.0,0,0.769
0,Divorced,High School,31,1,1,15504.0,1277,0.612
0,Married,College,38,2,1,3809.0,1172,0.9
0,Married,Unknown,36,3,2,2956.0,2411,0.971
0,Married,Graduate,48,3,1,2423.0,1779,0.503
0,Married,High School,52,1,3,1959.0,1022,0.78
0,Married,Unknown,33,2,3,6242.0,491,1.054
0,Married,Graduate,29,1,2,34516.0,1666,0.82
0,Single,Uneducated,48,2,1,9673.0,0,0.655
1,Single,Graduate,43,4,3,10573.0,0,0.794
0,Single,Graduate,38,3,2,1705.0,0,0.604
0,Single,Graduate,50,2,2,34516.0,1023,1.004
0,Married,College,46,3,2,20860.0,1496,0.816
0,Married,Graduate,46,2,2,5547.0,0,0.85
0,Single,Graduate,38,2,2,2346.0,0,0.3939999999999999
0,Married,Uneducated,44,4,2,6769.0,1133,0.743
0,Single,College,36,3,1,5383.0,737,0.956
0,Single,High School,36,2,5,2683.0,1533,0.821
0,Single,High School,52,2,1,1461.0,0,0.6759999999999999
0,Single,Uneducated,60,0,1,11060.0,1647,0.938
0,Single,College,37,2,1,1438.3,0,0.5870000000000001
0,Single,Doctorate,47,2,1,3235.0,797,0.541
0,Single,Unknown,45,2,2,13026.0,789,0.74
1,Single,Doctorate,50,1,4,1970.0,1477,0.662
0,Married,Unknown,44,1,3,32222.0,0,0.8440000000000001
1,Married,College,41,2,3,14682.0,2517,1.041
0,Married,Unknown,34,1,2,3890.0,2286,0.633
0,Divorced,High School,39,1,3,5926.0,1251,0.944
0,Married,High School,37,3,3,1586.0,1038,0.973
0,Single,Graduate,42,3,2,31639.0,2446,0.632
0,Married,High School,45,4,2,9852.0,2277,0.831
0,Single,Graduate,39,1,2,10190.0,891,0.6779999999999999
0,Married,Graduate,58,3,2,2800.0,1834,0.615
0,Married,Uneducated,53,3,1,3428.0,1566,0.557
0,Single,Unknown,59,1,4,3808.0,713,0.787
0,Married,High School,52,1,1,3136.0,1864,0.693
0,Unknown,Post-Graduate,43,1,3,4112.0,1128,0.5870000000000001
0,Single,High School,50,2,3,6704.0,0,0.856
0,Divorced,Graduate,44,2,2,24016.0,0,0.748
0,Married,College,53,2,2,2075.0,1469,1.3219999999999998
0,Single,College,40,2,2,10880.0,2025,0.753
0,Married,Graduate,42,2,2,12386.0,980,0.6559999999999999
0,Single,Unknown,38,2,3,3276.0,2331,0.5670000000000001
0,Married,Uneducated,38,3,2,3421.0,2308,2.037
0,Single,Graduate,50,1,1,13032.0,1701,0.904
0,Unknown,Unknown,44,2,3,22075.0,1506,0.794
0,Married,Graduate,63,2,2,3067.0,1874,0.7909999999999999
0,Unknown,Post-Graduate,34,3,3,27710.0,0,0.777
0,Single,College,34,4,1,2165.0,1952,0.8220000000000001
1,Divorced,High School,49,2,2,34516.0,2517,0.376
0,Married,Uneducated,46,4,3,2479.0,1759,0.81
0,Single,Uneducated,41,3,3,7142.0,1917,0.727
0,Married,Graduate,47,4,3,3144.0,0,0.561
1,Divorced,High School,45,2,4,17156.0,2517,0.7170000000000001
0,Single,College,57,1,1,3539.0,0,0.7809999999999999
0,Married,College,54,0,1,1638.0,0,0.75
0,Single,Graduate,53,2,3,13848.0,1389,1.178
0,Married,High School,45,4,2,6366.0,1344,0.492
0,Married,Uneducated,31,0,3,4048.0,1113,0.7170000000000001
0,Married,High School,57,4,2,6803.0,1332,0.809
0,Married,High School,54,1,3,3947.0,1746,0.478
0,Single,High School,42,5,3,4972.0,0,0.7190000000000001
0,Married,College,31,2,2,2718.0,1920,1.604
0,Married,Unknown,45,2,2,3682.0,0,0.797
0,Divorced,Uneducated,44,3,2,17846.0,1568,1.064
0,Divorced,High School,44,4,1,9235.0,1796,0.958
1,Divorced,Uneducated,48,3,3,4073.0,2517,0.575
0,Unknown,High School,37,3,4,13441.0,0,0.513
1,Single,Unknown,50,1,3,9248.0,0,0.613
0,Single,Graduate,52,1,3,2484.0,1495,0.922
0,Married,Graduate,59,0,2,4241.0,0,0.607
0,Married,Graduate,40,2,1,3511.0,0,0.758
0,Married,Unknown,54,1,2,32558.0,2016,0.506
0,Married,Uneducated,36,3,5,1686.0,1252,0.575
0,Single,High School,48,3,1,3743.0,2090,0.969
0,Married,High School,57,3,3,3999.0,721,0.847
0,Married,Post-Graduate,37,5,1,16730.0,1956,0.675
0,Divorced,Graduate,50,3,1,6362.0,1709,1.016
0,Married,Graduate,35,2,2,7685.0,2517,0.745
0,Single,Unknown,43,5,3,5330.0,1161,0.5579999999999999
0,Single,Unknown,53,2,4,6188.0,2517,0.713
0,Married,Post-Graduate,50,5,2,34516.0,891,0.926
0,Single,College,48,3,3,6448.0,1087,0.868
0,Single,College,45,2,2,6530.0,1425,0.716
0,Married,Uneducated,40,4,3,9760.0,1657,1.134
0,Single,Uneducated,50,4,3,2835.0,2292,0.732
0,Single,Uneducated,48,3,3,3786.0,0,0.715
0,Single,High School,65,0,3,10962.0,1559,0.708
0,Single,High School,34,4,2,32056.0,1668,0.7709999999999999
0,Single,Graduate,44,3,2,2477.0,2123,0.6990000000000001
0,Married,Graduate,34,2,2,7567.0,1776,1.275
1,Divorced,Unknown,55,2,4,24250.0,278,0.647
0,Married,Graduate,61,0,3,4906.0,2185,0.66
0,Single,Graduate,37,1,3,2886.0,2198,0.828
0,Divorced,Post-Graduate,50,2,2,3525.0,0,0.7979999999999999
1,Single,Doctorate,53,3,3,1790.0,1474,0.595
1,Single,College,54,2,2,34516.0,0,0.628
0,Single,High School,40,3,1,21617.0,0,1.047
0,Divorced,College,37,2,3,8120.0,2098,0.826
0,Married,College,46,2,1,1441.0,642,0.563
0,Married,Graduate,36,2,2,2540.0,1402,1.127
0,Single,Graduate,48,4,1,1536.0,1017,0.589
0,Unknown,Uneducated,41,4,3,2430.0,0,0.569
0,Married,Post-Graduate,55,2,1,2414.0,2276,0.5670000000000001
1,Married,Uneducated,45,3,3,8580.0,1636,0.3929999999999999
0,Married,Uneducated,45,1,3,1438.3,1080,0.802
0,Single,Graduate,46,2,3,6272.0,1434,1.172
0,Single,Uneducated,48,4,3,8327.0,1551,0.4629999999999999
0,Married,Graduate,31,0,2,2488.0,0,1.05
0,Unknown,Post-Graduate,43,3,3,4284.0,1094,0.63
0,Single,Unknown,57,3,1,8801.0,1421,0.568
0,Married,Doctorate,50,1,3,18964.0,2207,0.625
0,Married,High School,33,3,1,2831.0,1167,0.7440000000000001
0,Married,Graduate,52,4,1,3705.0,2168,0.662
1,Married,Graduate,51,1,2,33004.0,2418,0.923
1,Married,High School,47,3,3,34516.0,2517,0.618
0,Single,Graduate,65,0,2,13921.0,1201,0.556
0,Single,Graduate,59,1,5,12265.0,1412,0.643
0,Married,Graduate,39,2,2,1947.0,1160,1.227
0,Single,College,48,4,2,3307.0,2234,0.818
0,Divorced,Graduate,29,2,2,15578.0,1383,0.794
0,Single,Graduate,37,1,3,3851.0,1695,0.7170000000000001
0,Married,Graduate,60,1,4,1977.0,545,0.901
0,Single,Unknown,47,5,3,3889.0,1839,0.911
0,Married,High School,54,3,2,1438.3,1108,0.782
1,Married,Post-Graduate,48,3,1,10357.0,0,0.506
1,Divorced,College,43,3,3,7278.0,0,0.618
0,Single,Uneducated,43,2,1,2573.0,1640,0.873
0,Married,Graduate,48,3,3,31501.0,0,0.698
0,Married,Graduate,39,1,2,1438.3,949,0.736
0,Divorced,Graduate,45,5,2,10400.0,1777,0.7909999999999999
0,Married,Uneducated,46,2,2,6083.0,1716,0.618
0,Unknown,Graduate,42,2,2,19373.0,1142,0.655
0,Single,Uneducated,45,4,2,11318.0,2082,0.733
0,Single,Graduate,51,3,2,10458.0,0,0.5870000000000001
0,Married,Graduate,47,4,3,18178.0,0,0.922
1,Married,Unknown,55,4,4,2158.0,0,0.585
1,Married,High School,54,3,3,9457.0,350,1.024
0,Married,Graduate,48,4,1,13197.0,0,0.6809999999999999
0,Single,High School,31,0,1,14305.0,1288,0.774
0,Married,High School,42,3,3,9351.0,1482,0.4639999999999999
1,Single,Unknown,40,4,3,18975.0,0,1.028
0,Married,Unknown,54,1,2,2720.0,1694,0.843
1,Married,High School,54,2,3,6094.0,0,1.129
0,Single,Graduate,54,4,2,30666.0,1046,0.8009999999999999
0,Single,Graduate,53,0,2,1944.0,1140,0.5820000000000001
0,Single,Graduate,50,3,2,21872.0,1118,0.6579999999999999
0,Single,Doctorate,44,3,1,14028.0,1435,0.57
0,Married,Graduate,37,3,3,3034.0,2167,0.711
0,Divorced,High School,32,0,2,2699.0,1609,0.893
0,Single,Graduate,56,4,3,2078.0,1696,0.562
0,Married,College,55,2,3,2985.0,1651,0.693
0,Single,High School,32,1,1,10332.0,948,0.843
0,Divorced,High School,40,2,3,7566.0,1618,0.72
0,Single,Graduate,39,2,2,6146.0,0,0.5770000000000001
0,Single,Uneducated,55,2,2,29795.0,2364,0.759
0,Married,Graduate,52,1,1,2689.0,2077,0.3779999999999999
1,Married,Uneducated,44,3,3,1684.0,0,0.557
0,Single,High School,43,2,3,6611.0,1041,0.7440000000000001
0,Married,Graduate,58,3,2,17934.0,1578,0.593
0,Single,High School,52,1,2,2705.0,1581,0.851
1,Married,Graduate,46,4,2,8318.0,2517,0.69
1,Divorced,Unknown,48,2,1,2806.0,2514,0.341
1,Married,Unknown,47,3,2,1438.3,0,0.7490000000000001
0,Unknown,Unknown,51,2,6,5489.0,1665,0.742
1,Unknown,Post-Graduate,41,3,2,7591.0,0,0.648
0,Single,College,33,4,3,1438.3,0,0.5660000000000001
0,Unknown,High School,42,2,2,2993.0,2249,0.863
0,Married,Graduate,44,1,3,2568.0,1603,0.432
1,Single,Unknown,52,3,2,3526.0,2429,0.7120000000000001
0,Married,Graduate,41,5,3,2665.0,1936,0.757
1,Single,Unknown,53,2,3,2575.0,411,0.833
0,Married,College,38,2,3,3420.0,1405,0.843
0,Single,Graduate,33,2,3,2431.0,1846,0.612
1,Married,Graduate,33,3,3,7140.0,0,0.401
0,Single,Post-Graduate,43,3,3,16037.0,0,0.5579999999999999
0,Single,Graduate,42,3,3,25293.0,1140,1.01
0,Single,Unknown,39,2,2,1493.0,792,0.688
0,Married,Doctorate,54,2,3,3312.0,1624,0.573
0,Married,Graduate,48,4,3,2620.0,2081,0.99
0,Single,Graduate,46,4,1,34516.0,0,0.938
0,Married,Post-Graduate,36,1,4,21927.0,1291,0.8640000000000001
0,Single,Graduate,45,4,3,2072.0,1544,0.903
0,Single,Unknown,37,3,1,15133.0,1663,0.6459999999999999
1,Married,Graduate,44,3,2,9502.0,2457,0.915
0,Single,Graduate,45,3,2,2035.0,1174,0.8759999999999999
0,Married,Unknown,51,0,3,1515.0,996,0.5579999999999999
0,Married,Uneducated,55,2,3,27745.0,1300,0.482
0,Married,Unknown,41,4,3,34516.0,2517,0.434
1,Single,Uneducated,47,3,3,34516.0,0,0.517
0,Single,High School,41,4,3,3429.0,1504,0.601
1,Divorced,Unknown,48,3,2,1438.3,0,0.5
0,Married,Uneducated,49,1,3,15987.0,2065,0.705
0,Married,College,53,2,3,4065.0,2180,0.321
0,Single,Graduate,55,1,4,2721.0,0,0.508
0,Single,Graduate,51,4,4,19350.0,0,0.982
0,Married,Uneducated,44,3,3,6680.0,1839,0.617
0,Married,Graduate,50,2,1,34516.0,1826,0.718
0,Unknown,Uneducated,49,1,2,3343.0,1820,0.727
0,Married,Unknown,47,3,3,1591.0,894,0.7859999999999999
0,Single,High School,51,3,3,5000.0,942,0.604
0,Single,High School,39,1,3,2292.0,1839,0.675
0,Married,Uneducated,51,0,3,5881.0,0,0.71
0,Married,Graduate,52,2,5,33256.0,928,0.6940000000000001
0,Single,Unknown,46,4,1,1859.0,1379,0.836
1,Married,Post-Graduate,59,0,4,6526.0,489,0.6779999999999999
0,Single,Graduate,51,1,2,3228.0,2517,0.949
1,Single,Graduate,32,2,2,34516.0,1692,0.983
0,Single,Graduate,45,2,3,2293.0,1304,0.708
1,Single,Uneducated,62,0,3,5780.0,0,0.3939999999999999
1,Married,College,45,5,3,3439.0,0,0.825
1,Married,College,51,2,1,4882.0,695,0.508
0,Married,Unknown,52,1,1,3614.0,0,0.6709999999999999
0,Single,Uneducated,42,3,2,8302.0,1294,0.5579999999999999
0,Married,High School,39,4,2,8208.0,0,1.568
0,Married,Unknown,51,2,2,13812.0,1132,0.6990000000000001
0,Unknown,Unknown,43,3,1,2476.0,1944,0.8809999999999999
0,Married,Graduate,48,4,6,34516.0,0,0.72
1,Married,Graduate,53,2,3,11669.0,2227,0.622
1,Married,High School,47,5,2,9410.0,0,0.586
1,Single,High School,44,1,3,1895.0,0,0.736
0,Single,Doctorate,45,2,2,5553.0,1117,0.914
0,Single,High School,36,1,1,12714.0,976,0.649
0,Single,Uneducated,45,2,1,2529.0,1654,0.528
0,Single,Graduate,54,3,4,4036.0,1329,0.738
0,Single,Doctorate,49,4,2,30976.0,2051,0.684
0,Married,Post-Graduate,52,3,2,3900.0,0,1.092
0,Single,Graduate,58,0,2,4299.0,1334,0.66
0,Unknown,Unknown,28,1,2,9283.0,2288,0.928
0,Married,Graduate,35,2,3,1438.3,0,1.6230000000000002
1,Single,Uneducated,46,1,2,7195.0,0,1.035
0,Divorced,Uneducated,46,4,3,8110.0,1549,0.8079999999999999
0,Married,Unknown,52,5,3,30314.0,776,0.705
0,Married,Unknown,46,2,2,5258.0,1994,0.725
0,Single,College,52,1,1,4745.0,1227,0.624
1,Unknown,Post-Graduate,49,3,3,20769.0,901,0.371
1,Married,Unknown,49,0,3,4982.0,2517,0.903
1,Single,High School,56,3,1,8512.0,0,1.038
0,Married,Unknown,43,3,2,6971.0,1506,0.57
0,Married,Graduate,56,1,1,5097.0,1152,0.94
1,Divorced,Uneducated,47,3,4,34516.0,0,0.521
0,Single,High School,34,1,1,10253.0,1857,1.193
0,Single,Unknown,51,4,1,5530.0,1999,1.018
0,Single,Post-Graduate,39,2,2,6205.0,2517,0.939
0,Divorced,Unknown,57,3,2,24589.0,1640,0.4
0,Single,Doctorate,48,2,3,5945.0,1685,0.9
1,Married,Graduate,42,3,2,1640.0,1444,0.423
0,Married,College,50,1,3,17158.0,1211,0.778
0,Divorced,High School,42,4,1,3263.0,1674,0.588
0,Single,Unknown,47,3,2,5884.0,1382,0.91
1,Single,Unknown,39,1,3,2088.0,975,1.144
1,Married,College,42,4,3,1695.0,0,0.4529999999999999
0,Married,Graduate,44,3,3,6327.0,0,0.6659999999999999
0,Single,Post-Graduate,31,0,3,2766.0,1731,0.569
0,Single,High School,51,2,2,4789.0,2203,0.847
0,Married,Doctorate,34,4,2,7744.0,1804,0.942
